Name,Date,Ep_Count,Age_Rating,Cast,Network,Genres,Tags,Score
My Husband Got a Family,2012,58,15+,"['Kim Nam Joo', 'Yoo  Joon Sang', 'Youn Yuh Jung', 'Kang Boo Ja', 'Jang Yong', 'Yang Jung Ah']",KBS2,"['Comedy', 'Romance', 'Life', 'Drama']","['Fallen Celebrity', 'Grandma-Grandson Relationship', 'Family Reunion', 'Producer', 'Baking', 'Married Couple', 'Multiple Mains', 'Infidelity', 'Mother-Son Relationship', 'Father-Daughter Relationship', '(Vote or add tags)']",7.9
The Girl Who Sees Scents,2015,16,15+,"['Park Yoo Chun', 'Shin Se Kyung', 'Namkoong Min', 'Yoon Jin Seo', 'Song Jong Ho', 'Lee Won Jong']",SBS,"['Mystery', 'Romance', 'Supernatural']","['Amnesia', 'Tragic Past', 'Nice Male Lead', 'Prosopagnosia', 'Female Chases Male First', 'Synesthesia', 'Special Power', 'Orphan Female Lead', 'Psychopath', 'Strong Female Lead', '(Vote or add tags)']",7.9
Scripting Your Destiny,2021,10,15+,"['Ki Do Hoon', 'Jeon So Nee', 'Kim Woo Seok', 'Park Sang Nam', 'Gal So Won', 'So Hee Jung']",tvN,"['Comedy', 'Romance', 'Fantasy']","['Deity-Human Relationship', 'Fate', 'Web Series', 'Hidden Identity', 'First Love', 'Flashback To Past', 'Deity Supporting Character', 'Deity Male Lead', 'Star Crossed Lovers', 'Secret', '(Vote or add tags)']",7.9
"Saimdang, Light’s Diary",2017,28,15+,"['Lee Young Ae', 'Song Seung Heon', 'Oh Yoon Ah', 'Yoon Da Hoon', 'Park Hye Soo', 'Yang Se Jong']",SBS,"['Historical', 'Mystery', 'Romance', 'Melodrama']","['Visual Arts', 'Different Timelines', 'Forbidden Love', 'Strong Female Lead', 'Tragic Past', 'Joseon Dynasty', 'Art Restoration', 'Painting', 'Historical Artifacts', 'Nice Female Lead', '(Vote or add tags)']",7.9
Abyss,2019,16,15+,"['Park Bo Young', 'Ahn Hyo Seop', 'Lee Sung Jae', 'Kwon Soo Hyun', 'Lee Si Eon', 'Han So Hee']","Netflix,  tvN","['Mystery', 'Comedy', 'Romance', 'Fantasy']","['Murder', 'Reincarnation', 'Childhood Friends', 'Nice Male Lead', 'Hidden Identity', 'Death', 'Investigation', 'Second Chance', 'Hardworking Female Lead', 'Smart Female Lead', '(Vote or add tags)']",7.9
A Poem a Day,2018,16,15+,"['Lee Yoo Bi', 'Lee Joon Hyuk', 'Jang Dong Yoon', 'Seo Hyun Chul', 'Lee Chae Young', 'Kim Jae Bum']",tvN,"['Romance', 'Life', 'Drama', 'Medical']","['Poetry', 'Nice Female Lead', 'Hardworking Female Lead', 'Strong Male Lead', 'Smart Male Lead', 'Nice Male Lead', 'Female Chases Male First', 'Love Triangle', 'Hardworking Male Lead', 'Tough Male Lead', '(Vote or add tags)']",7.9
My Wife’s Having an Affair this Week,2016,12,15+,"['Lee Sun Kyun', 'Song Ji Hyo', 'Kim Hee Won', 'Ye Ji Won', 'Lee Sang Yeob', 'Kwon BoA']",jTBC,"['Comedy', 'Romance', 'Drama', 'Family']","['Infidelity', 'Married Couple', 'Life Lesson', 'Strong Female Lead', 'Nice Male Lead', 'Character Development', '(Vote or add tags)']",7.9
Strongest Deliveryman,2017,16,15+,"['Go Kyung Pyo', 'Chae Soo Bin', 'Kim Seon Ho', 'Go Won Hee', 'Son Ji Hyun', 'Kim Hye Ri']",KBS2,"['Business', 'Comedy', 'Romance', 'Life']","['Debt', 'Secondary Couple', 'Entrepreneur', 'Delivery Man/Woman', 'Nice Male Lead', 'Love Triangle', 'Hardworking Male Lead', 'Hardworking Female Lead', 'Hot-Tempered Male Lead', 'Hot-tempered Female Lead', '(Vote or add tags)']",7.9
Big Issue,2019,32,15+,"['Han Ye Seul', 'Joo Jin Mo', 'Shin So Yool', 'Kim Hee Won', 'Park Seon Im', 'Kim Bit Na Ri']",SBS,"['Thriller', 'Mystery', 'Romance', 'Drama']","['Paparazzi', 'Badass Female Lead', 'Photography', 'Strong Female Lead', 'Investigation', 'Boss-Employee Relationship', 'Prosecutor Supporting Character', 'Photographer', 'Cold Female Lead', 'Editor', '(Vote or add tags)']",7.9
Secret Mother,2018,32,15+,"['Song Yoon Ah', 'Kim So Yeon', 'Song Jae Rim', 'Kim Tae Woo', 'Cha Hwa Yun', 'Yeom Ji Yoon']",SBS,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Suspense', 'Family', 'Doctor Female Lead', 'Memory Manipulation', 'Crime Against Children', 'Housewife Bullying', 'Motherhood', 'Disappearance', 'Elementary School', 'Hidden Identity', '(Vote or add tags)']",7.9
Perfume,2019,32,15+,"['Shin Sung Rok', 'Go Won Hee', 'Ha Jae Sook', 'Cha Ye Ryun', 'Kim Min Gue', 'Kim Jin Kyung']",KBS2,"['Comedy', 'Romance', 'Family', 'Fantasy']","['Phobia', 'Transformation', 'Modeling', 'Eccentric Male Lead', 'Cold Man/Warm Woman', 'Clingy Male Lead', 'Double Identity', 'Mean Male Lead', 'Tragic Past', 'Poor Female Lead', '(Vote or add tags)']",7.9
Hospital Ship,2017,40,15+,"['Ha Ji Won', 'Kang Min Hyuk', 'Lee Seo Won', 'Kim In Shik', 'Mina', 'Kim Kwang Gyu']",MBC,"['Romance', 'Drama', 'Medical']","['Older Woman/Younger Man', 'Female Antagonist', 'Hardworking Female Lead', 'Wrongfully Accused', 'Teamwork', 'Smart Female Lead', 'Surgeon', 'Smart Male Lead', 'Tearjerker', 'Elderly Care', '(Vote or add tags)']",7.9
River Where the Moon Rises,2021,20,15+,"['Kim So Hyun', 'Na In Woo', 'Lee Ji Hoon', 'Choi Yoo Hwa', 'Kim Bup Rae', 'Lee Hae Young']","KBS2,  Viki,  ViuTV","['Action', 'Historical', 'Romance', 'Political']","['Strong Female Lead', 'Smart Female Lead', 'Three Kingdoms Of Korea', 'Female Lead Action Scenes', 'Revenge', 'Skilled Killer', 'War', 'Goguryeo Dynasty', 'Amnesia', 'Nice Male Lead', '(Vote or add tags)']",7.9
Mrs. Cop,2015,18,Not Yet Rated,"['Kim Hee Ae', 'Kim Min Jong', 'Lee Da Hee', 'Son Ho Jun', 'Shin So Yool', 'Lee Gi Kwang']",SBS,"['Action', 'Mystery']","['Detective Male Lead', 'Detective Female Lead', 'Police Department', 'Single Mother', 'Attempted Murder', 'Crime Against Children', 'Attempted Sexual Assault', 'Death Of A Parent', 'Slight Romance', 'Policewoman', '(Vote or add tags)']",7.9
Doctor Stranger,2014,20,15+,"['Lee Jong Suk', 'Jin Se Yeon', 'Kang So Ra', 'Park Hae Jin', 'Chun Ho Jin', 'Lee Jae Won']",SBS,"['Thriller', 'Romance', 'Drama', 'Medical']","['Nice Male Lead', 'Scheme', 'Hidden Identity', 'Kidnapping', 'Second Chance', 'North Korean', 'Unrequited Love', 'Father-Son Relationship', 'Character Development', 'Trauma', '(Vote or add tags)']",7.9
Queen: Love And War,2019,16,15+,"['Jin Se Yeon', 'Kim Min Gue', 'Do Sang Woo', 'Lee Yeol Eum', 'Lee Si Eon', 'Lee Hwa Kyum']","TV Chosun,  Viki","['Historical', 'Romance', 'Fantasy', 'Political']","['Joseon Dynasty', 'Revenge', 'Power Struggle', 'Twins', 'Competition', 'Hidden Identity', 'Flashback To Past', 'Male Chases Female First', 'Strong Friendship', 'Murder', '(Vote or add tags)']",7.9
Marry Me Now,2018,50,15+,"['Yoo Dong Geun', 'Jang Mi Hee', 'Han Ji Hye', 'Lee Sang Woo', 'Park Sun Young', 'Kang Sung Wook']",KBS2,"['Romance', 'Family', 'Medical', 'Melodrama']","['Nice Male Lead', 'Multiple Mains', 'Slow Burn Romance', 'Secret', 'Smart Female Lead', 'Love At First Sight', 'Mother-Son Relationship', 'Father-Daughter Relationship', 'Divorce', 'Male Chases Female First', '(Vote or add tags)']",7.9
Introverted Boss,2017,16,15+,"['Yeon Woo Jin', 'Park Hye Soo', 'Gong Seung Yeon', 'Yoon Park', 'Ye Ji Won', 'Jeon Hyo Sung']",tvN,"['Business', 'Comedy', 'Romance', 'Drama']","['Social Anxiety Disorder', 'Office Romance', 'Boss-Employee Relationship', 'Healing', 'Nice Male Lead', 'Eccentric Male Lead', 'Workplace', 'Secret', 'Tragic Past', 'Rich Male Lead', '(Vote or add tags)']",7.9
How to Hate You,2019,6,13+,"['Na Jae Min', 'Kim Ji In', 'Lee Jong Won', 'Kim Yoo Jin', 'Tony Ahn', 'Lee Hae Woon']",jTBC,"['Friendship', 'Comedy', 'Romance', 'School', 'Youth', 'Drama']","['Friends To Lovers', 'Miniseries', 'Web Series', 'College Life', 'Contract Relationship', 'Unrequited Love', 'Cold Male Lead', 'Weak Female Lead', 'Pretend Relationship', 'Sismance', '(Vote or add tags)']",7.9
Cheo Yong 2,2015,10,Not Yet Rated,"['Oh Ji Ho', 'Jeon Hyo Sung', 'Ha Yun Joo', 'Joo Jin Mo', 'Yoo Seung Mok', 'Yeon Je Wook']",OCN,"['Mystery', 'Drama', 'Supernatural']","['Ghost-seeing Male Lead', 'Detective Fiction', 'Miniseries', 'Death', 'Murder', 'Investigation', 'Detective', '(Vote or add tags)']",7.9
"Cheat On Me, If You Can",2020,16,15+,"['Cho Yeo Jung', 'Go Jun', 'Yeonwoo', 'Kim Young Dae', 'Song Ok Sook', 'Jung Sang Hoon']",KBS2,"['Thriller', 'Mystery', 'Comedy', 'Romance']","['Marriage', 'Successful Male Lead', 'Eccentric Female Lead', 'Infidelity', 'Successful Female Lead', 'Older Woman/Younger Man', 'Student', 'Investigation', 'Writer Female Lead', 'Housekeeper Supporting Character', '(Vote or add tags)']",7.9
Family,2012,120,Not Yet Rated,"['Ahn Suk Hwan', 'Hwang Shin Hye', 'Park Ji Yoon', 'Park Hee Bon', 'Kim Da Som', 'Choi  Woo Shik']",KBS2,"['Comedy', 'Romance', 'Family', 'Sitcom']","['Multiple Couples', 'Airhead Female Lead', 'Smart Female Lead', 'Neighbors', 'Mother-Daughter Relationship', 'Male Chases Female First', 'Sibling', 'Tomboy', 'Strong Female Lead', ""Sisters' Relationship"", '(Vote or add tags)']",7.9
Switch: Change the World,2018,32,15+,"['Jang Geun Suk', 'Han Ye Ri', 'Jung Woong In', 'Jo Hee Bong', 'Kwon Hwa Woon', 'Lee Jung Gil']",SBS,"['Thriller', 'Mystery', 'Comedy', 'Law']","['Identity Swap', 'Impersonation', 'Deception', 'Smart Male Lead', 'Hidden Identity', 'Strong Female Lead', 'Corrupt Legal System', 'Civil Servant', 'Long-lost Father', 'Smart Female Lead', '(Vote or add tags)']",7.9
Bride of the Century,2014,16,15+,"['Yang  Jin Sung', 'Lee Hong Ki', 'Sung Hyuk', 'Lee Hee Won', 'Shin Eun Jung', 'Choi Il Hwa']",TV Chosun,"['Mystery', 'Comedy', 'Romance', 'Supernatural']","['Arranged Marriage', 'Rich Man/Poor Woman', 'Rich Male Lead', 'Orphan Female Lead', 'Strong Female Lead', 'Star Crossed Lovers', 'Doppelganger', 'Double Identity', 'Love/Hate Relationship', 'Love Triangle', '(Vote or add tags)']",7.9
One More Happy Ending,2016,16,15+,"['Jang Na Ra', 'Jung Kyung Ho', 'Yoo Da In', 'Kwon Yool', 'Yoo In Na', 'Seo In Young']",MBC,"['Comedy', 'Romance', 'Youth', 'Family']","['Sismance', 'Marriage', 'Single Father', 'Ex-Spouse Comes Back', 'Matchmaking', 'Multiple Mains', 'Older Woman/Younger Man', 'Second Chance', 'Multiple Couples', 'Nice Male Lead', '(Vote or add tags)']",7.9
Matrimonial Chaos,2018,32,15+,"['Cha Tae Hyun', 'Bae Doo Na', 'Lee El', 'Son Seok Koo', 'Wi Ha Joon', 'Moon Sook']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Personal Assistant Supporting Character', 'Cheerful Female Lead', 'Grandma-Grandson Relationship', 'Failing Marriage', 'Married Couple', 'Infidelity', 'Divorce', 'Eccentric Male Lead', 'Multiple Couples', '(Vote or add tags)']",7.9
Two Cops,2017,32,15+,"['Jo Jung Suk', 'Lee Hye Ri', 'Kim Seon Ho', 'Im Se Mi', 'Hoya', 'Lee Si Eon']",MBC,"['Mystery', 'Comedy', 'Romance', 'Supernatural']","['Bromance', 'Possessed', 'Love Triangle', 'Ghost', 'Swindler Male Lead', 'Smart Male Lead', 'Tragic Past', 'Body Swap', 'Investigation', 'Detective', '(Vote or add tags)']",7.9
Nice Witch,2018,40,15+,"['Lee Da Hae', 'Ryu Soo Young', 'Ahn Woo Yeon', 'Bae Soo Bin', 'Yoon Se Ah', 'Shim Hyung Tak']",SBS,"['Comedy', 'Romance', 'Family', 'Melodrama']","['Identity Swap', 'Double Identity', 'Pilot Male Lead', 'Innocent Female Lead', ""Sisters' Relationship"", 'Brother-Sister Relationship', 'Flashback To Past', 'Identical Twins', 'Single Mother', 'Attempted Assault', '(Vote or add tags)']",7.9
The Gentlemen of Wolgyesu Tailor Shop,2016,54,Not Yet Rated,"['Lee Dong Gun', 'Jo Yoon Hee', 'Cha In Pyo', 'Ra Mi Ran', 'Choi Won Young', 'Hyun Woo']",KBS2,"['Comedy', 'Romance', 'Drama', 'Family']","['Overcoming Struggles', 'Power Struggle', 'Family Relationship', 'Multiple Mains', 'Slice Of Life', 'Divorce', 'Multiple Couples', 'Bromance', '(Vote or add tags)']",7.9
Good Casting,2020,16,15+,"['Choi Kang Hee', 'Yoo In Young', 'Kim Ji Young', 'Lee Sang Yeob', 'Lee Jun Young', 'Lee Jong Hyuk']",SBS,"['Action', 'Mystery', 'Comedy', 'Drama']","['Espionage', 'Strong Female Lead', 'Female Centered Plot', 'First Love', 'Investigation', 'National Intelligence Service', 'Older Woman/Younger Man', 'Sismance', 'Romance', 'Slight Romance', '(Vote or add tags)']",7.9
The Cursed,2020,12,15+,"['Uhm Ji Won', 'Jung Ji So', 'Sung Dong Il', 'Jo Min Soo', 'Jung Moon Sung', 'Kim Min Jae']",tvN,"['Thriller', 'Mystery', 'Horror', 'Supernatural']","['Strong Female Lead', 'Shamanism', 'Curse', 'Gore', 'Extreme Violence', 'School Bullying', 'Investigation', 'Occult', 'Possessed', 'Secret', '(Vote or add tags)']",7.9
All About My Mom,2015,54,Not Yet Rated,"['Eugene', 'Lee Sang Woo', 'Go Doo Shim', 'Kim Mi Sook', 'Choi  Tae Joon', 'Oh Min Suk']",KBS2,"['Romance', 'Drama', 'Family', 'Melodrama']","['Married Couple', 'Cancer', 'Nice Male Lead', 'Marriage', 'Pregnancy', '(Vote or add tags)']",7.9
Should We Kiss First?,2018,40,15+,"['Kam Woo Sung', 'Kim Sun Ah', 'Oh Ji Ho', 'Park Shi Yeon', 'Kim Sung Soo', 'Ye Ji Won']",SBS,"['Comedy', 'Romance', 'Life', 'Melodrama']","['Flight Attendant Female Lead', 'Single Male Lead', 'Arguments', 'Single Female Lead', 'Flirty Female Lead', 'Love Motel Business', 'Family Conflict', 'Conflict', 'Mistake', 'Best Friends', '(Vote or add tags)']",7.9
How to Buy a Friend,2020,8,15+,"['Lee Shin Young', 'Shin Seung Ho', 'Kim So Hye', 'Oh Hee Joon', 'Min Do Hee', 'Jo Yi Hyun']",KBS2,"['Mystery', 'Comedy', 'Romance', 'Youth']","['School Bullying', 'High School', 'Bromance', 'Suicide', 'Strong Friendship', 'Best Friends', 'Adapted From A Webtoon', 'Investigation', 'Poetry', 'Adolescence', '(Vote or add tags)']",7.9
Your House Helper,2018,32,15+,"['Ha Seok Jin', 'Bona', 'Lee Ji Hoon', 'Go Won Hee', 'Seo Eun Ah', 'Jeon Soo Jin']",KBS2,"['Friendship', 'Comedy', 'Romance', 'Life']","['Housekeeper Male Lead', 'Housekeeping', 'Healing', 'Life Lesson', 'Sismance', 'Cold Man/Warm Woman', 'Slow Burn Romance', 'Awkward Male Lead', 'Overcoming Struggles', 'Internship', '(Vote or add tags)']",7.9
"My Lawyer, Mr. Jo",2016,20,15+,"['Park Shin Yang', 'Kang So Ra', 'Park Sol Mi', 'Ryu Soo Young', 'Heo Jung Eun', 'Kang Shin Il']",KBS2,"['Mystery', 'Comedy', 'Law']","['Law Firm', 'Adapted From A Webtoon', 'Investigation', 'Lawyer Male Lead', 'Wrongfully Accused', 'Death', 'Misunderstanding', 'Strong Female Lead', '(Vote or add tags)']",7.9
Doctors,2016,20,15+,"['Kim Rae Won', 'Park Shin Hye', 'Yoon Kyun Sang', 'Lee Sung Kyung', 'Moon Ji In', 'Uhm Hyo Sub']",SBS,"['Comedy', 'Romance', 'Drama', 'Medical']","['Older Man/Younger Woman', 'Student-Teacher Relationship', 'Revenge', 'Nice Male Lead', 'Calm Male Lead', 'Badass Female Lead', 'Reverse-Harem', 'Strong Female Lead', 'Male Chases Female First', 'Tragic Past', '(Vote or add tags)']",7.9
I Need Romance 3,2014,16,Not Yet Rated,"['Kim So Yeon', 'Sung Joon', 'Namkoong Min', 'Wang Ji Won', 'Yoon Seung Ah', 'Park  Hyo Joo']",tvN,"['Comedy', 'Romance', 'Drama']","['Male Chases Female First', 'Older Woman/Younger Man', 'Multiple Couples', 'Warm Man/Cold Woman', 'Nice Male Lead', 'Steamy Kiss', 'Childhood Friends', 'Hardworking Female Lead', 'Cohabitation', 'Clingy Male Lead', '(Vote or add tags)']",7.9
The Incarnation of Money,2013,24,Not Yet Rated,"['Kang Ji Hwan', 'Hwang Jung Eum', 'Park  Sang Min', 'Oh Yoon Ah', 'Park Soon Chun', 'Kim  Hak Chul']",SBS,"['Business', 'Romance', 'Drama']","['Prosecutor Male Lead', 'Greed', 'Loan Shark', 'Corruption', 'Revenge', 'Mental Hospital', 'Mental Health', 'Law', '(Vote or add tags)']",7.9
20th Century Boy and Girl,2017,32,15+,"['Han Ye Seul', 'Kim Ji Suk', 'Lee Sang Woo', 'Ryu Hyun Kyung', 'Lee Sang Hee', 'Ahn Se Ha']",MBC,"['Comedy', 'Romance', 'Life', 'Family']","['Childhood Friends', 'Friends To Lovers', 'Sismance', 'First Love', 'Love Triangle', 'Multiple Couples', 'Neighbors', 'Calm Male Lead', 'Strong Friendship', 'Bromance', '(Vote or add tags)']",7.9
Forest,2020,32,15+,"['Park Hae Jin', 'Jo Bo Ah', 'Jung Yeon Joo', 'Noh Kwang Shik', 'Ryu Seung Soo', 'Woo Jung Kook']",KBS2,"['Business', 'Psychological', 'Romance', 'Medical']","['Amnesia', 'Rich Male Lead', 'Tragic Past', 'Trauma', 'Cohabitation', 'Steamy Kiss', 'Childhood Trauma', 'Dissociative Amnesia', 'Strong Male Lead', 'Love/Hate Relationship', '(Vote or add tags)']",7.9
Secret Royal Inspector & Joy,2021,16,15+,"['Ok Taec Yeon', 'Kim Hye Yoon', 'Lee Jae Kyoon', 'Bae Jong Ok', 'Jeong Bo Seok', 'Min Jin Woong']",tvN,"['Historical', 'Mystery', 'Comedy', 'Romance']","['Divorced Female Lead', 'Investigation', 'Joseon Dynasty', 'Detective', 'Corruption', 'Strong Female Lead', 'Smart Male Lead', 'Teamwork', 'Lazy Male Lead', 'Death Of A Friend', '(Vote or add tags)']",7.9
Cunning Single Lady,2014,16,15+,"['Lee Min Jung', 'Joo Sang Wook', 'Seo Kang Joon', 'Kim Gyu Ri', 'Hwang Bo Ra', 'Kim Eung Soo']",MBC,"['Business', 'Comedy', 'Romance']","['Second Chance Romance', 'Rich Male Lead', 'Successful Male Lead', 'Divorced Couple', 'Love Triangle', 'Second Chance', 'Ex-spouse Relationship', 'Flashback To Past', 'Childish Male Lead', 'Oblivious Male Lead', '(Vote or add tags)']",7.8
Naked Fireman,2017,4,15+,"['Lee Joon Hyuk', 'Jung In Sun', 'Lee Won Jong', 'Jo Hee Bong', 'Seo Jung Yeon', 'Park Hoon']",KBS2,"['Action', 'Thriller', 'Mystery', 'Drama']","['Nice Male Lead', 'Miniseries', 'Bad/Wrong Tag', 'Trauma', 'Rich Woman/Poor Man', 'Childish Male Lead', 'Fire Accident', 'Hardworking Male Lead', 'Orphan Female Lead', 'Rich Female Lead', '(Vote or add tags)']",7.8
The King in Love,2017,40,15+,"['Im Si Wan', 'Im Yoon Ah', 'Hong Jong Hyun', 'Park Hwan Hee', 'Oh Min Suk', 'Jeong Bo Seok']","MBC,  Viki","['Historical', 'Romance', 'Drama', 'Political']","['Chungseon', 'Goryeo Dynasty', 'Love Triangle', 'Bromance', 'Ruthless Male Lead', 'Smart Male Lead', 'Strong Friendship', 'Unrequited Love', 'Strong Female Lead', 'Strong Male Lead', '(Vote or add tags)']",7.8
Glorious Day,2014,44,15+,"['Lee Sang Woo', 'Park Se Young', 'Kim Mi Sook', 'Go Na Eun', 'Hwang Woo Seul Hye', 'Dong Ha']",SBS,"['Comedy', 'Romance', 'Drama', 'Family']","['Mother-Daughter Relationship', 'Multiple Couples', 'Marriage', 'Sismance', 'Unrequited Love', 'Love Triangle', 'Hardship', 'Innocent Female Lead', 'Competent Male Lead', ""Brothers' Relationship"", '(Vote or add tags)']",7.8
The Great Show,2019,16,15+,"['Song Seung Heon', 'Lee Sun Bin', 'Im Joo Hwan', 'Roh Jeong Eui', 'Park Ha Na', 'Son Byung Ho']",tvN,"['Comedy', 'Drama', 'Family', 'Political']","['Father-Daughter Relationship', 'Nice Female Lead', 'Secret Crush', 'Smart Female Lead', 'Child Abandonment', 'Smart Male Lead', 'Father-Son Relationship', 'Nice Male Lead', 'Love Triangle', 'Competition', '(Vote or add tags)']",7.8
Money Game,2020,16,15+,"['Go Soo', 'Lee Sung Min', 'Shim Eun Kyung', 'Yoo Teo', 'Choi Deok Moon', 'Choi Woong']",tvN,"['Mystery', 'Business', 'Drama', 'Political']","['Power Struggle', 'Corruption', 'Teamwork', 'Strong Friendship', 'Bank', 'Investigation', 'Hardworking Female Lead', 'Greed', 'Office Worker', 'Injustice', '(Vote or add tags)']",7.8
The Scholar Who Walks the Night,2015,20,15+,"['Lee Joon Gi', 'Lee Yoo Bi', 'Shim Chang Min', 'Lee Soo Hyuk', 'Kim So Eun', 'Jang Hee Jin']",MBC,"['Historical', 'Mystery', 'Romance', 'Fantasy']","['Interspecies Romance', 'Joseon Dynasty', 'Adapted From A Manhwa', 'Cross-Dressing', 'Vampire', 'First Love', 'Village Setting', 'Palace Setting', 'Cheerful Female Lead', 'Swordmanship', '(Vote or add tags)']",7.8
Trap,2019,7,15+,"['Lee Seo Jin', 'Sung Dong Il', 'Im Hwa Young', 'Kim Kwang Gyu', 'Seo Young Hee', 'Yoon Gyung Ho']",OCN,"['Thriller', 'Mystery', 'Psychological', 'Drama']","['Investigation', 'Suspense', 'Action', 'Detective Fiction', 'Dark Fiction', 'Unreliable Narrator', 'Speech Disorder', 'Police Department', 'Political Power', 'Workplace Abuse', '(Vote or add tags)']",7.8
Joseon Exorcist,2021,2,18+,"['Kam Woo Sung', 'Jang Dong Yoon', 'Park Sung Hoon', 'Kim Dong Jun', 'Jung Hye Sung', 'Min Jin Woong']","SBS,  Viki","['Action', 'Historical', 'Drama', 'Fantasy']","['Evil Spirit', 'Joseon Dynasty', 'Royal Family', 'Family Relationship', 'Dark Fantasy', ""Brothers' Relationship"", 'Taejong', 'Historical Figure', 'Exorcist', 'Historical Fiction', '(Vote or add tags)']",7.8
When My Love Blooms,2020,16,15+,"['Yoo Ji Tae', 'Lee Bo Young', 'Park Jin Young', 'Jeon So Nee', 'Park Shi Yeon', 'Moon Sung Geun']",tvN,"['Romance', 'Life', 'Drama', 'Family']","['Second Chance', 'Strong Female Lead', 'Flashback To Past', 'Female Chases Male First', 'First Love', 'Rich Man/Poor Woman', 'Divorce', 'Mother-Son Relationship', 'Father-Son Relationship', 'Seaside Setting', '(Vote or add tags)']",7.8
Moebius: The Veil,2021,2,18+,"['Park Ha Sun', 'Jung Moon Sung', 'Jang Young Nam', 'Hwang Hee', 'Choi Deok Moon', 'Kim Jong Tae']",MBC,"['Action', 'Thriller', 'Mystery', 'Crime']","['Agent Female Lead', 'Undercover Agent Male Lead', 'Undercover Operation', 'National Intelligence Service', 'Miniseries', 'Strong Female Lead', 'Investigation', 'Suspense', '(Vote or add tags)']",7.8
The Game: Towards Zero,2020,32,15+,"['Ok Taec Yeon', 'Lee Yun Hee', 'Im Joo Hwan', 'Park Ji Il', 'Choi Jae Woong', 'Shin Sung Min']",MBC,"['Thriller', 'Mystery', 'Psychological', 'Supernatural']","['Special Power', 'Serial Killer', 'Supernatural Power', 'Death', 'Smart Male Lead', 'Tragic Past', 'Strong Female Lead', 'Murder', 'Orphan Female Lead', 'Teamwork', '(Vote or add tags)']",7.8
